latitude,longitude
38.8358345,-122.8063354
64.4808,-146.9319
38.8216667,-122.7990036
17.9251666666667,-66.9995
40.4558334,-123.862999
41.2893,78.542
45.1818333333333,-112.425833333333
40.1017,-119.6799
32.7386667,-115.4258333
35.059,-118.3428333
38.836834,-122.7958298
61.6143,-150.3549
38.8901,-118.5804
53.3948333333333,-168.1875
38.8893,-118.588
39.6149,-119.6411
41.3989,78.8547
53.4338333333333,-168.071333333333
35.3765,-97.90516667
33.7171667,-117.3353333
33.4168333,-117.0291667
54.7455,-163.978166666667
31.662,-104.195
31.675,-104.193
38.8313332,-122.8168335
53.8761666666667,-166.894333333333
53.8735,-166.956
64.4901,-146.9159
32.011,-101.388
53.8786666666667,-166.898833333333
53.8765,-166.892666666667
53.8708333333333,-166.772666666667
53.8751666666667,-166.8885
19.1951666666667,-155.365666666667
38.833168,-122.8161697
40.4878,141.9982
61.3486,-150.3219
36.0996667,-117.8521667
48.8235,-112.196166666667
64.4922,-146.886
35.9161667,-117.7348333
54.133,-165.950833333333
47.53033333333333,-121.99816666666666
19.3808333333333,-155.279
19.3881664276123,-155.274826049805
64.4728,-146.9265
62.056,-152.4449
61.6565,-148.0181
35.39116667,-97.89133333
33.4481667,-116.6123333
38.8438339,-122.8363342
52.021,-174.011666666667
38.7705002,-122.7406693
59.7029,-138.9897
41.3108,78.7124
46.9456666666667,-112.829833333333
38.8443336,-122.8805008
31.581,-104.172
64.4983,-146.9736
65.2777,-145.0565
53.8711666666667,-166.783
53.8718333333333,-166.769166666667
33.309,-116.2481667
64.4654,-146.8769
64.5098,-146.9337
33.3096667,-116.2426667
38.5624,-119.5172
38.8323326,-122.81633
33.771,-117.5398333
46.6395,-112.010833333333
40.3815002,-124.8768311
33.3376667,-116.401
62.1393,-152.8566
32.414,-102.038
52.3001666666667,-174.1395
63.0996,-151.4633
38.7988319,-122.7493362
33.085,-116.1673333
38.1258,-118.2578
54.7458333333333,-164.095666666667
33.7716667,-117.5416667
52.1944,176.4535
41.2653,78.6322
38.7898331,-122.7246704
63.9099,-145.774
-4.0884,141.2531
38.0648346,-121.8328323
63.2371,-151.3304
32.7515,-115.4271667
-40.2998,176.269
-40.2633,176.4015
58.2976,-154.8065
32.4553333,-115.1748333
33.2631667,-116.4305
48.315,-121.917
38.8478317,-122.8161697
39.6123,-119.6429
61.6998,-151.3522
38.821167,-122.8018341
41.926,-119.5724
-9.0466,107.1888
13.9197,144.6844
64.4821,-146.9335
31.726,-104.649
38.0504,-118.0294
64.831,-147.3169
39.099,-116.1142
32.9186667,-116.2391667
64.4176,-146.708
58.403,-155.302833333333
37.1923,-117.1789
58.397,-155.393666666667
32.6383333,-115.7913333
64.3228,-147.6191
36.9616661,-121.5991669
40.6466666666667,-111.564166666667
34.51466667,-97.75366667
31.8915,131.8759
57.1659,-150.9754
58.1638333333333,-155.334
32.303,-101.783
61.6352,-151.1904
44.4393333333333,-115.203833333333
31.642,-104.05
46.81133333333333,-121.96183333333332
62.1229,-149.5882
38.8206673,-122.7645035
45.0032,38.62
32.3885,-115.1445
38.1558,-117.8825
63.1647,-148.5909
35.694,-117.5558333
58.4328333333333,-154.495833333333
35.7685,-117.594
48.065666666666665,-120.98783333333331
36.4686,71.4378
-32.5529,-178.9578
44.2491666666667,-114.8405
61.1581,-149.751
54.1385,-166.006
64.4711,-146.9032
38.8486671,-122.8180008
64.4708,-146.9389
64.4944,-146.8907
54.8571666666667,-163.983
66.6599,-147.4526
64.4938,-146.9251
-24.0991,-66.8673
59.5673,-157.3913
33.2658333,-116.4361667
38.8325005,-122.8170013
38.831501,-122.8144989
38.7588348,-122.7294998
34.0286667,-117.1261667
64.48,-146.9157
26.1618,-110.5862
33.1748333,-115.6395
33.0866667,-116.1645
40.1231,-119.8486
34.0371667,-117.2601667
33.1718333,-115.6396667
37.975666,-122.0773315
58.3725,-155.4605
41.6732,-118.8294
64.4844,-146.9255
60.684,-152.674666666667
26.2164,-110.8215
-22.1579,-68.682
61.5602,-146.3864
38.8160019,-122.8144989
64.1308,-147.0115
34.1183333,-116.9321667
33.1663333,-115.6458333
38.7618332,-122.7376633
46.8036666666667,-112.306166666667
36.6728,-116.2691
34.49283333,-97.76616667
18.0268333333333,-66.786
17.9285,-66.2841666666667
17.9453333333333,-66.292
39.72,-119.7733
60.3335,-141.8964
36.361,-97.3535
66.2991,-154.7075
40.7335,-112.049666666667
34.50333333,-97.7685
39.4139,-119.9359
39.415,-119.9293
64.4821,-146.9581
31.729,-104.373
26.1594,-110.7216
31.727,-104.333
65.9622,-148.0592
64.4993,-146.9099
58.1703333333333,-155.338666666667
33.5785,-117.254
-22.9281,-174.5807
53.8703333333333,-166.770333333333
37.3781,-117.1079
-20.6879,-177.5214
63.5761,-147.3312
18.7106666666667,-66.4018333333333
33.35,-116.4318333
36.6813,-116.2887
53.8721666666667,-166.766833333333
64.4843,-146.9553
53.876,-166.767166666667
53.8713333333333,-166.767166666667
53.8711666666667,-166.7675
63.1344,-149.1005
40.3608322,-124.262001
35.9113333,-117.7196667
47.5255,-122.009
32.9205,-116.2425
32.9185,-116.2363333
34.2441667,-116.7911667
53.9356666666667,-166.552833333333
64.4793,-146.9608
18.018,-66.8758333333333
53.4743,160.3751
65.0521,-152.0818
38.836834,-122.7998352
62.6341,-149.5805
18.9155,-155.547166666667
39.088501,-123.0970001
58.1645,-155.323333333333
64.4689,-146.9594
30.979,-103.607
60.4865,-141.4386
45.4075,-112.721333333333
64.9501,-146.3287
60.0285,-153.112166666667
33.7368333,-116.0245
61.1829,-146.8523
58.2571666666667,-155.081833333333
54.7498333333333,-163.858333333333
40.3378334,-124.4253311
60.0031666666667,-153.0805
44.13733333333333,-121.807
61.0948,-146.7325
62.317,-151.0783
35.0711667,-118.3151667
64.4746,-146.9223
40.734,-112.0425
33.7343333,-116.0233333
19.208,-155.3665
38.8175011,-122.8141632
58.1748333333333,-155.337833333333
33.3101667,-116.2468333
54.748,-163.996
31.555,-104.018
60.4271666666667,-152.224666666667
65.2518,-145.0566
65.064,-152.1103
58.2676666666667,-155.009
64.4986,-146.8955
31.691,-104.301
65.0443,-152.0527
33.7493333,-116.7186667
62.115,-152.466
17.9326,-66.2916
62.8557,-151.0294
19.2255001068115,-155.371994018555
60.5457,-152.7587
46.189,-122.2045
25.9946,-110.996
65.0194,-152.0342
65.0256,-152.4816
64.2835,-148.1108
-6.1572,130.0996
36.7296,-116.1643
19.1316661834717,-155.493835449219
53.3956666666667,-168.1855
38.8156662,-122.7973328
66.6483,-147.5478
33.322,-116.1881667
61.5916,-149.7373
65.0441,-152.0331
65.0975,-152.2643
65.3332,-144.8258
38.7878342,-122.7679977
65.29,-145.046
58.2496666666667,-154.934
35.0348333,-117.6763333
31.741,-104.111
64.4767,-146.9061
65.0148,-147.4958
18.8493333333333,-155.219833333333
64.4934,-146.8964
60.0533333333333,-153.079
35.92,-117.7475
41.2774,78.608
37.9778328,-122.0678329
33.32,-116.1916667
38.7970009,-122.8144989
35.3415,-118.506
62.0301,-148.8654
63.1189,-150.891
31.206,-103.532
64.5136,-146.923
-34.4877,-70.4712
33.737,-116.0201667
31.684,-104.299
31.694,-104.297
34.48216667,-97.76583333
19.1768341064453,-155.495498657227
41.2897,78.8044
64.4968,-146.9042
33.2446667,-115.6436667
60.0566666666667,-153.078166666667
31.684,-104.303
31.665,-104.467
19.2478333333333,-155.519
41.5782,78.6907
19.511,-155.475833333333
33.7663333,-116.1351667
31.685,-104.301
62.922,-150.6704
42.4398,145.0291
40.0909,-119.6609
31.691,-104.299
31.693,-104.309
65.1255,-145.3285
36.6655006,-121.2990036
38.8363342,-122.7993317
47.172,-121.95666666666666
31.694,-104.299
38.8333321,-122.8171692
33.4841667,-116.4156667
54.7603333333333,-164.116333333333
64.7358,-149.0401
41.1354,78.5548
47.648,-120.13583333333334
46.0108333333333,-112.455833333333
60.7064,-151.9105
36.2256666666667,-89.2351666666667
58.3908333333333,-155.068833333333
38.8209991,-122.8518295
46.87116666666667,-121.91883333333334
35.8949,30.857
38.8231659,-122.8008347
46.0145,-112.463666666667
19.204833984375,-155.374328613281
64.4423,-146.7137
31.683,-104.292
41.1892,78.4372
58.3163333333333,-155.084833333333
60.4408333333333,-152.806333333333
64.488,-146.8953
64.5012,-146.8964
58.3086666666667,-155.183833333333
41.4071,78.9108
58.297,-155.157
41.281,78.7572
64.4705,-146.9082
64.4867,-146.9151
46.3135,-111.622166666667
38.7896652,-122.7480011
61.2698,-152.0182
64.9814,-151.251
38.8344994,-122.8181686
38.8310013,-122.8183365
38.8361664,-122.7996674
38.8373337,-122.7994995
53.8705,-166.767666666667
61.0855,-151.1411
38.8441658,-122.8183365
59.7306,-153.169
38.8139992,-122.8180008
44.6436666666667,-112.401166666667
64.4822,-146.9531
58.329,-155.081833333333
38.8443336,-122.7921677
38.8376656,-122.7853317
38.784668,-122.7555008
38.8221664,-122.8509979
31.727,-104.35
35.67166667,-97.412
62.4541,-151.2012
32.9013333,-115.9651667
58.3263333333333,-155.075166666667
34.2028333,-116.8296667
36.9216,-116.2457
36.0688333,-117.6461667
37.0108337,-121.2161636
38.8213348,-122.8516693
19.2339992523193,-155.387664794922
45.8218333333333,-111.7555
19.2240009307861,-155.392837524414
38.1706,-117.8461
33.0885,-116.1635
31.618,-104.51
58.248,-152.9616
38.8359985,-122.8180008
34.1358333,-117.3338333
39.5566,-119.8068
64.1376,-146.3527
-30.1564,-72.1573
-29.785,-178.4277
19.2014999389648,-155.383834838867
31.743,-104.178
58.3225,-155.144333333333
38.831665,-122.8085022
40.8897,83.9406
35.12466667,-97.7895
25.2901,141.341
38.8171654,-122.7505035
17.9318333333333,-66.8681666666667
-28.8397,-67.398
31.615,-104.264
38.7714996,-122.7226639
64.4808,-146.9358
64.5109,-146.8692
-17.9961,168.0457
63.489,-148.7513
63.575,-151.0902
43.6145,-110.509666666667
41.2981,78.6895
38.8301659,-122.8153305
38.8313332,-122.8161697
58.3321666666667,-155.097166666667
41.3849,78.7063
38.840332,-122.824501
63.7237,-152.6981
35.7361667,-117.5651667
38.7919998,-122.7689972
61.7891,-146.8586
64.48,-146.9067
36.7104,-116.1297
64.4858,-146.951
-16.7611,-69.8567
38.5823333333333,-112.584
38.5784,-118.1915
41.2619,78.8153
33.9251667,-117.0438333
64.6289,-151.1862
17.901,-66.8411666666667
35.79766667,-96.65133333
58.1752,-155.3968
41.1838,78.6607
36.6573,-116.1734
64.493,-146.9417
37.2338,-114.9841
19.1453342437744,-155.370666503906
63.5435,-150.8787
41.3247,78.7778
36.4941666666667,-89.5613333333333
-23.4409,-179.7725
63.4695,-148.8011
39.7056666666667,-111.608166666667
39.7013333333333,-111.608666666667
33.3081667,-116.2461667
44.2458333333333,-114.978333333333
31.559,-104.022
62.7888,-149.218
41.2916,78.6778
39.7058333333333,-111.608333333333
65.4163,-162.6703
-0.7208,135.8716
61.3688,-147.6074
32.918,-116.2406667
58.3366666666667,-155.155833333333
41.2818,78.7086
41.2157,78.6563
64.4763,-146.9643
37.425,-113.127166666667
41.3136,78.6862
46.87083333333333,-121.9
32.8278333,-115.4631667
38.8251648,-122.8236694
47.8615,-114.758333333333
19.1683330535889,-155.485336303711
64.5076,-146.8999
19.1786666666667,-155.486333333333
38.8084984,-122.819664
35.5518333,-118.344
61.5885,-146.4385
38.829834,-122.7959976
38.8300018,-122.7959976
31.558,-104.019
38.8121681,-122.8184967
33.0661667,-116.1925
41.1146,78.7091
19.1848335266113,-155.486831665039
19.1718330383301,-155.487670898438
36.6726,-116.2691
36.8225,-115.9106
38.8303337,-122.817337
34.1506667,-117.4748333
64.477,-146.9911
62.3493,-150.92
64.4857,-146.9459
64.4984,-146.9147
32.8946667,-115.6816667
17.8406666666667,-66.7971666666667
62.3458,-151.2698
36.8913345,-121.3021698
31.672,-104.19
19.1818332672119,-155.483673095703
41.499,-124.2015
63.5876,-150.8538
54.7606666666667,-163.967666666667
57.9333,-156.1278
64.4217,-146.6909
19.1761665344238,-155.47900390625
31.557,-104.019
38.7818336,-122.7429962
33.3641667,-116.969
-30.1554,-72.4889
33.8795,-117.7598333
61.1481,-143.0747
38.7806664,-122.7556686
39.4204,-119.9502
36.6623,-116.388
64.7874,-147.2893
60.6637,-150.5003
65.3239,-144.9906
19.1076666666667,-155.407333333333
64.4977,-146.9334
32.4861,141.9773
34.49283333,-97.765
36.6724,-116.2691
41.2053,78.6622
60.0151666666667,-153.0795
36.6723,-116.2697
19.1518325805664,-155.495162963867
41.2352,78.5963
-4.008,133.7769
-36.0424,-100.7894
41.3599,78.8057
35.3381667,-118.5068333
41.4793,78.7781
64.3716,-146.7083
62.5728,-151.2146
38.105999,-122.0449982
58.2951666666667,-155.207
17.9298333333333,-66.8241666666667
64.4974,-146.9118
17.8961666666667,-66.8101666666667
63.4973,-148.7632
19.3138,-68.6661
35.8476677,-120.3943329
63.166,-150.6344
36.4003,-116.6424
31.671,-104.183
38.7905006,-122.7611694
19.1765003204346,-155.489837646484
36.6287,-115.9726
19.3055,-155.243333333333
41.2286,78.5755
19.1556663513184,-155.375839233398
31.67,-104.188
35.7145,-118.3951667
41.1403,78.5684
41.5371,78.9794
31.668,-104.196
41.2734,78.7259
64.4847,-146.677
36.7495,-115.937
-20.2197,-177.5791
36.6799,-116.0476
31.671,-104.19
31.692,-104.462
35.66383333,-97.39833333
33.181,-115.6045
31.67,-104.192
31.567,-104.148
18.8151,-64.5286
59.2495,-153.5448
38.8240013,-122.8116684
34.5196667,-118.8195
38.8328323,-122.8079987
35.6743333,-117.5273333
41.2328,78.5588
40.2213326,-124.2001648
63.1114,-149.8171
64.4667,-146.9118
41.2501,78.5733
64.4676,-146.9082
60.1299,-140.8975
31.729,-104.332
37.9866676,-122.0836639
35.6796684,-120.382164
58.439,-154.4905
40.0705,-119.6627
41.2186,78.724
35.9788333,-118.3371667
38.7973328,-122.7340012
53.6376666666667,-167.031166666667
41.3873,78.7799
62.0749,-152.467
41.2226,78.5759
38.7994995,-122.7525024
61.6597,-146.3726
60.8642,-150.992
65.2852,-152.2092
41.2445,78.6484
-30.2226,-72.2289
37.4558333,-121.773
35.6941667,-117.5593333
35.6943333,-117.562
64.8587,-148.9854
41.1882,78.6353
49.41733333333333,-120.5315
32.757,-100.64
57.0558333333333,-135.712
41.3811,78.6924
13.7603,-92.0095
33.3118333,-116.2438333
60.043,-153.100833333333
64.4743,-146.9464
60.5808333333333,-152.645666666667
39.2066,-120.0705
38.7861671,-122.7411652
38.8336678,-122.8164978
13.7045,-92.0282
39.2034,-120.071
38.8419991,-122.8223343
41.2018,78.7531
58.1681666666667,-155.3355
41.2723,78.8561
38.8193321,-122.7630005
35.6725,-117.5605
41.2115,78.5765
58.1798333333333,-155.344333333333
35.0468333,-117.6603333
41.3129,78.8283
32.3966667,-115.234
48.27033333333333,-124.87033333333332
41.2392,78.7539
39.4641685,-123.0986633
34.9198333,-119.474
53.3931666666667,-168.229333333333
45.9335,-111.466166666667
58.2963333333333,-154.993833333333
37.2616653,-121.6403351
37.2638,-114.9285
41.1979,78.6168
38.8231659,-122.8704987
59.3594,-153.0129
57.7195,-156.7598
31.649,-104.187
6.8865,-73.1051
61.5767,-146.5248
60.2103,-141.1443
62.6708,-151.2977
61.116,-150.7174
36.5999,-116.2942
41.4214,78.7187
41.3326,78.7686
64.4837,-146.9159
60.0553333333333,-153.07
41.1562,78.664
64.4747,-146.8935
41.2946,78.6076
58.3943333333333,-155.350333333333
41.2689,78.649
53.1661,-162.0305
38.8306656,-122.8166656
64.4798,-146.8892
31.669,-104.181
34.048,-117.249
